,natural_language,parsed_utterance
4374,"for past electricity warmer than 640.4 and outdoor temperature yocolderunger than 21.5, how many instances in the data are there?",filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.5 and countdata [e]
4375,"for past electricity warmer than 640.4 and indoor temperature yocolderunger than 15.25, how many instances in the data are there?",filter past_electricity greater than 640.4 and filter indoor_temperature less than 15.25 and countdata [e]
4376,"for everything but not past electricity of 640.4, how many instances in the data are there?",filter past_electricity not equal to 640.4 and countdata [e]
4377,"for indoor temperature is not less than 15.25, how many instances in the data are there?",filter indoor_temperature greater equal than 15.25 and countdata [e]
4378,"for outdoor temperature the same or more than 21.82399577, how many instances in the data are there?",filter outdoor_temperature greater equal than 21.82399577 and countdata [e]
4379,"for outdoor temperature less than 21.5, how many instances in the data are there?",filter outdoor_temperature less than 21.5 and countdata [e]
4380,"for past electricity above 640.4, how many instances in the data are there?",filter past_electricity greater than 640.4 and countdata [e]
4381,"for indoor temperature warmer than 13.25, how many instances in the data are there?",filter indoor_temperature greater than 13.25 and countdata [e]
4382,"for outdoor temperature of 21.5, how many instances in the data are there?",filter outdoor_temperature equal to 21.5 and countdata [e]
4383,"for past electricity upper than 1929.025, how many instances in the data are there?",filter past_electricity greater than 1929.025 and countdata [e]
4384,"for indoor temperature less than 15.25, how many instances in the data are there?",filter indoor_temperature less than 15.25 and countdata [e]
4385,"for indoor temperature less than 13.25, how many instances in the data are there?",filter indoor_temperature less than 13.25 and countdata [e]
4386,"for past electricity warmer than 1929.025 and outdoor temperature yocolderunger than 21.5, how many instances in the data are there?",filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.5 and countdata [e]
4387,"for past electricity upper than 640.4, how many instances in the data are there?",filter past_electricity greater than 640.4 and countdata [e]
4388,"for id 78, how many instances in the data are there?",filter id 78 and countdata [e]
4389,"for past electricity less than 640.4, how many instances in the data are there?",filter past_electricity less than 640.4 and countdata [e]
4390,"for past electricity more than 640.4, how many instances in the data are there?",filter past_electricity greater than 640.4 and countdata [e]
4391,"for past electricity colder than 640.4, how many instances in the data are there?",filter past_electricity less than 640.4 and countdata [e]
4392,"for indoor temperature is not less than 13.25, how many instances in the data are there?",filter indoor_temperature greater equal than 13.25 and countdata [e]
4393,"for past electricity warmer than 1929.025 and indoor temperature yocolderunger than 13.25, how many instances in the data are there?",filter past_electricity greater than 1929.025 and filter indoor_temperature less than 13.25 and countdata [e]
4394,could you tell me why the model predicts those instances with indoor temperature above 15.25 and that have a past electricity of 1929.025 and also what these instances are?,filter indoor_temperature greater than 15.25 and filter past_electricity equal to 1929.025 and explain features and show [e]
4395,could you tell me why the model predicts those instances with indoor temperature above 13.25 and that have a outdoor temperature of 21.5 and also what these instances are?,filter indoor_temperature greater than 13.25 and filter outdoor_temperature equal to 21.5 and explain features and show [e]
4396,could you tell me why the model predicts those instances with past electricity above 1929.025 and that have a outdoor temperature of 21.82399577 and also what these instances are?,filter past_electricity greater than 1929.025 and filter outdoor_temperature equal to 21.82399577 and explain features and show [e]
4397,could you tell me why the model predicts those instances with indoor temperature above 15.25 and that have a past electricity of 640.4 and also what these instances are?,filter indoor_temperature greater than 15.25 and filter past_electricity equal to 640.4 and explain features and show [e]
4398,could you tell me why the model predicts those instances with indoor temperature above 15.25 and that have a outdoor temperature of 21.82399577 and also what these instances are?,filter indoor_temperature greater than 15.25 and filter outdoor_temperature equal to 21.82399577 and explain features and show [e]
4399,could you tell me why the model predicts those instances with past electricity above 1929.025 and that have a outdoor temperature of 21.5 and also what these instances are?,filter past_electricity greater than 1929.025 and filter outdoor_temperature equal to 21.5 and explain features and show [e]
4400,could you tell me why the model predicts those instances with indoor temperature above 13.25 and that have a past electricity of 1929.025 and also what these instances are?,filter indoor_temperature greater than 13.25 and filter past_electricity equal to 1929.025 and explain features and show [e]
