,natural_language,parsed_utterance
1048,can you provide me with reasoning for the model's predictions on outdoor temperature equal to or below 21.82399577?,filter outdoor_temperature less equal than 21.82399577 and explain features [e]
1049,can you provide me with reasoning for the model's predictions on past electricity is equal to but not greater than 1929.025?,filter past_electricity less equal than 1929.025 and explain features [e]
1050,can you provide me with reasoning for the model's predictions on indoor temperature more than 13.25?,filter indoor_temperature greater than 13.25 and explain features [e]
1051,can you provide me with reasoning for the model's predictions on past electricity taller than 640.4?,filter past_electricity greater than 640.4 and explain features [e]
1052,can you provide me with reasoning for the model's predictions on outdoor temperature younger than 21.82399577?,filter outdoor_temperature less than 21.82399577 and explain features [e]
1053,can you provide me with reasoning for the model's predictions on outdoor temperature older than 21.5 and past electricity younger than 640.4?,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 640.4 and explain features [e]
1054,can you provide me with reasoning for the model's predictions on outdoor temperature is not greater than 21.5?,filter outdoor_temperature less equal than 21.5 and explain features [e]
1055,can you provide me with reasoning for the model's predictions on past electricity younger than 1929.025?,filter past_electricity less than 1929.025 and explain features [e]
1056,can you provide me with reasoning for the model's predictions on outdoor temperature is not greater than 21.82399577?,filter outdoor_temperature less equal than 21.82399577 and explain features [e]
1057,can you provide me with reasoning for the model's predictions on everything but not indoor temperature of 13.25?,filter indoor_temperature not equal to 13.25 and explain features [e]
1058,can you provide me with reasoning for the model's predictions on outdoor temperature older than 21.82399577 and indoor temperature younger than 13.25?,filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 13.25 and explain features [e]
1059,can you provide me with reasoning for the model's predictions on the model predicts {class_names} but whose ground truth label is {class_names}?,predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and explain features [e]
1060,can you provide me with reasoning for the model's predictions on indoor temperature younger than 15.25?,filter indoor_temperature less than 15.25 and explain features [e]
1061,can you provide me with reasoning for the model's predictions on outdoor temperature not equal to 21.5?,filter outdoor_temperature not equal to 21.5 and explain features [e]
1062,can you provide me with reasoning for the model's predictions on indoor temperature older than 13.25 and outdoor temperature younger than 21.5?,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and explain features [e]
1063,can you provide me with reasoning for the model's predictions on past electricity older than 640.4 and outdoor temperature younger than 21.82399577?,filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.82399577 and explain features [e]
1064,can you provide me with reasoning for the model's predictions on past electricity older than 640.4 and indoor temperature younger than 13.25?,filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and explain features [e]
1065,can you provide me with reasoning for the model's predictions on outdoor temperature older than 21.5 and past electricity younger than 1929.025?,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and explain features [e]
1066,can you provide me with reasoning for the model's predictions on indoor temperature exceeds 15.25?,filter indoor_temperature greater than 15.25 and explain features [e]
