,natural_language,parsed_utterance
770,"for outdoor temperature warmer than 21.5 and past electricity colder than 640.4, what is the distribution of outdoor temperature?",filter outdoor_temperature greater than 21.5 and filter past_electricity less than 640.4 and statistic outdoor_temperature [e]
771,"for indoor temperature of 13.25, what is the distribution of outdoor temperature?",filter indoor_temperature equal to 13.25 and statistic outdoor_temperature [e]
772,"for past electricity equal to or below 640.4, what is the distribution of past electricity?",filter past_electricity less equal than 640.4 and statistic past_electricity [e]
773,"for outdoor temperature warmer than 21.5 and indoor temperature colder than 13.25, what is the distribution of past electricity?",filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 13.25 and statistic past_electricity [e]
774,"for outdoor temperature exceeds 21.5, what is the distribution of indoor temperature?",filter outdoor_temperature greater than 21.5 and statistic indoor_temperature [e]
775,"for past electricity more than 1929.025, what is the distribution of indoor temperature?",filter past_electricity greater than 1929.025 and statistic indoor_temperature [e]
776,"for indoor temperature above 13.25, what is the distribution of indoor temperature?",filter indoor_temperature greater than 13.25 and statistic indoor_temperature [e]
777,"for past electricity exceeds 640.4, what is the distribution of indoor temperature?",filter past_electricity greater than 640.4 and statistic indoor_temperature [e]
778,"for past electricity equal to or below 1929.025, what is the distribution of indoor temperature?",filter past_electricity less equal than 1929.025 and statistic indoor_temperature [e]
779,"for outdoor temperature is not greater than 21.82399577, what is the distribution of outdoor temperature?",filter outdoor_temperature less equal than 21.82399577 and statistic outdoor_temperature [e]
780,"for indoor temperature colder than 15.25, what is the distribution of outdoor temperature?",filter indoor_temperature less than 15.25 and statistic outdoor_temperature [e]
781,"for past electricity less than 1929.025, what is the distribution of outdoor temperature?",filter past_electricity less than 1929.025 and statistic outdoor_temperature [e]
782,"for indoor temperature colder than 15.25, what is the distribution of past electricity?",filter indoor_temperature less than 15.25 and statistic past_electricity [e]
783,"for outdoor temperature is equal to but not greater than 21.82399577, what is the distribution of outdoor temperature?",filter outdoor_temperature less equal than 21.82399577 and statistic outdoor_temperature [e]
784,"for outdoor temperature the same or more than 21.5, what is the distribution of indoor temperature?",filter outdoor_temperature greater equal than 21.5 and statistic indoor_temperature [e]
785,"for past electricity warmer than 1929.025 and indoor temperature colder than 15.25, what is the distribution of past electricity?",filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and statistic past_electricity [e]
786,"for past electricity colder than 640.4, what is the distribution of indoor temperature?",filter past_electricity less than 640.4 and statistic indoor_temperature [e]
787,"for outdoor temperature warmer than 21.5 and indoor temperature colder than 15.25, what is the distribution of past electricity?",filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and statistic past_electricity [e]
788,"for outdoor temperature is not less than 21.5, what is the distribution of past electricity?",filter outdoor_temperature greater equal than 21.5 and statistic past_electricity [e]
789,"for id 61, what is the distribution of past electricity?",filter id 61 and statistic past_electricity [e]
790,"for past electricity exceeds 1929.025, what is the distribution of past electricity?",filter past_electricity greater than 1929.025 and statistic past_electricity [e]
791,"for everything but not past electricity of 640.4, what is the distribution of outdoor temperature?",filter past_electricity not equal to 640.4 and statistic outdoor_temperature [e]
792,"for indoor temperature warmer than 15.25 and outdoor temperature colder than 21.5, what is the distribution of indoor temperature?",filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.5 and statistic indoor_temperature [e]
793,"for outdoor temperature warmer than 21.82399577 and past electricity colder than 1929.025, what is the distribution of indoor temperature?",filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 1929.025 and statistic indoor_temperature [e]
794,"for past electricity is not less than 640.4, what is the distribution of past electricity?",filter past_electricity greater equal than 640.4 and statistic past_electricity [e]
795,"for outdoor temperature not equal to 21.82399577, what is the distribution of indoor temperature?",filter outdoor_temperature not equal to 21.82399577 and statistic indoor_temperature [e]
796,"for indoor temperature warmer than 15.25 and past electricity colder than 640.4, what is the distribution of outdoor temperature?",filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and statistic outdoor_temperature [e]
797,"for indoor temperature equal to or below 15.25, what is the distribution of indoor temperature?",filter indoor_temperature less equal than 15.25 and statistic indoor_temperature [e]
798,"for outdoor temperature not equal to 21.5, what is the distribution of past electricity?",filter outdoor_temperature not equal to 21.5 and statistic past_electricity [e]
799,"for everything but not past electricity of 640.4, what is the distribution of indoor temperature?",filter past_electricity not equal to 640.4 and statistic indoor_temperature [e]
800,"for everything but not past electricity of 1929.025, what is the distribution of indoor temperature?",filter past_electricity not equal to 1929.025 and statistic indoor_temperature [e]
801,"for outdoor temperature above 21.5, what is the distribution of past electricity?",filter outdoor_temperature greater than 21.5 and statistic past_electricity [e]
802,"for indoor temperature is equal to but not greater than 13.25, what is the distribution of past electricity?",filter indoor_temperature less equal than 13.25 and statistic past_electricity [e]
803,"for past electricity colder than 1929.025, what is the distribution of outdoor temperature?",filter past_electricity less than 1929.025 and statistic outdoor_temperature [e]
804,"for indoor temperature exceeds 13.25, what is the distribution of past electricity?",filter indoor_temperature greater than 13.25 and statistic past_electricity [e]
805,"for indoor temperature not equal to 13.25, what is the distribution of past electricity?",filter indoor_temperature not equal to 13.25 and statistic past_electricity [e]
